Standname,Buchungstag,Standstatus,Kunde,Rechnungsnummer,"Standpreis in €",Standbreite,Standtiefe,Stromanschluss,Wasseranschluss,Imbiss,Getränke,Fahrgeschäft/e,Sortiment,"Notizen vom Kunden",Bezahlstatus
"Dechaneistraße 97",Samstag,Verkauft,"Ute Weismüller (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 97",Sonntag,Frei,"Ute Weismüller (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 95",Samstag,Verkauft,"Jana Giesbrecht (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 95",Sonntag,Frei,"Jana Giesbrecht (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 93",Samstag,Verkauft,"Jana Giesbrecht (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 93",Sonntag,Frei,"Jana Giesbrecht (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 91",Samstag,Verkauft,"Tatiana Mantler (Privat_anlieger)",1472,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 91",Sonntag,Verkauft,"Tatiana Mantler (Privat_anlieger)",1759,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 89",Samstag,Verkauft,"Tatiana Mantler (Privat_anlieger)",1470,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 89",Sonntag,Verkauft,"Tatiana Mantler (Privat_anlieger)",1759,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 87",Samstag,Verkauft,"Kerstin Krumkamp (Privat_troedel)",1667,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 87",Sonntag,Verkauft,"Kerstin Krumkamp (Privat_troedel)",1759,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 85",Samstag,Verkauft,"Kerstin Krumkamp (Privat_troedel)",1666,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 85",Sonntag,Verkauft,"Kerstin Krumkamp (Privat_troedel)",1759,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 83",Samstag,Verkauft,"Ingo Bergener (Privat_troedel)",1657,30€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 83",Sonntag,Verkauft,"Ingo Bergener (Privat_troedel)",1657,30€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 81",Samstag,Verkauft,"Ingo Bergener (Privat_troedel)",1657,30€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 81",Sonntag,Verkauft,"Ingo Bergener (Privat_troedel)",1657,30€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 79",Samstag,Verkauft,"Kerstin Krumkamp (Privat_troedel)",1656,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 79",Sonntag,Frei,"Kerstin Krumkamp (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 77",Samstag,Verkauft,"Ina Neufeld (Privat_troedel)",1922,30€,3m,"0,6m",,,,,,,,"Zahlung ausstehend"
"Dechaneistraße 77",Sonntag,Verkauft,"Ina Neufeld (Privat_troedel)",1922,30€,3m,"0,6m",,,,,,,,"Zahlung ausstehend"
"Dechaneistraße 75",Samstag,Verkauft,"Kerstin Krumkamp (Privat_troedel)",1663,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 75",Sonntag,Frei,"Kerstin Krumkamp (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 73",Samstag,Verkauft,"Ursula Holtewert (Privat_anlieger)",1584,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 73",Sonntag,Verkauft,"Ursula Holtewert (Privat_anlieger)",1713,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 71",Samstag,Verkauft,"Ursula Holtewert (Privat_anlieger)",1584,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 71",Sonntag,Verkauft,"Ursula Holtewert (Privat_anlieger)",1713,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 69",Samstag,Verkauft,"Romina Meininghaus (Privat_troedel)",1804,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 69",Sonntag,Verkauft,"Romina Meininghaus (Privat_troedel)",1713,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 63",Samstag,Verkauft,"Christiane Beckmann (Privat_anlieger)",1597,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 63",Sonntag,Frei,"Christiane Beckmann (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 61",Samstag,Verkauft,"Tina Blüthner (Privat_troedel)",1929,30€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 61",Sonntag,Verkauft,"Tina Blüthner (Privat_troedel)",1929,30€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 59",Samstag,Verkauft,"Tanja Steps (Privat_troedel)",1782,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 59",Sonntag,Frei,"Tanja Steps (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 57",Samstag,Verkauft,"Tanja Steps (Privat_troedel)",1782,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 57",Sonntag,Frei,"Tanja Steps (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 55",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 55",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 53",Samstag,Verkauft,"Monika Lucht (Privat_anlieger)",1563,30€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 53",Sonntag,Verkauft,"Monika Lucht (Privat_anlieger)",1563,30€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 51",Samstag,Verkauft,"Monika Lucht (Privat_anlieger)",1563,30€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 51",Sonntag,Verkauft,"Monika Lucht (Privat_anlieger)",1563,30€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 47",Samstag,Verkauft,"Maria Holtrup-Röer (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 47",Sonntag,Verkauft,"Maria Holtrup-Röer (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 45",Samstag,Verkauft,"Sebastian Niemerg (Privat_anlieger)",1574,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 45",Sonntag,Verkauft,"Sebastian Niemerg (Privat_anlieger)",1792,15€,3m,"0,6m",,,,,,,"Die beiden Standplätze sollen nebeneinander sein.","Zahlung ausstehend"
"Dechaneistraße 43",Samstag,Verkauft,"Sebastian Niemerg (Privat_anlieger)",1488,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 43",Sonntag,Verkauft,"Sebastian Niemerg (Privat_anlieger)",1792,15€,3m,"0,6m",,,,,,,"Die beiden Standplätze sollen nebeneinander sein.","Zahlung ausstehend"
"Dechaneistraße 41",Samstag,Verkauft,"Sebastian Niemerg (Privat_anlieger)",1488,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 41",Sonntag,Frei,"Sebastian Niemerg (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 39",Samstag,Verkauft,"Sebastian Niemerg (Privat_anlieger)",1488,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 39",Sonntag,Frei,"Sebastian Niemerg (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 37",Samstag,Verkauft,"Sebastian Niemerg (Privat_anlieger)",1574,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 37",Sonntag,Frei,"Sebastian Niemerg (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 35",Samstag,Verkauft,"Sebastian Niemerg (Privat_anlieger)",1574,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 35",Sonntag,Frei,"Sebastian Niemerg (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 33",Samstag,Verkauft,"Sebastian Niemerg (Privat_anlieger)",1574,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 33",Sonntag,Frei,"Sebastian Niemerg (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 31",Samstag,Verkauft,"Sebastian Niemerg (Privat_anlieger)",1574,15€,3m,"0,6m",,,,,,,,Bezahlt
"Dechaneistraße 31",Sonntag,Frei,"Sebastian Niemerg (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 29",Samstag,Angefragt,"Adrian Deisting (Mitglieder)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 29",Sonntag,Angefragt,"Adrian Deisting (Mitglieder)",-,-,-,-,-,-,-,-,-,-,-,-
"Dechaneistraße 11",Samstag,Verkauft,"Silke Niemerg (Verein)",1859,33.33€,3m,m,Ja,Ja,Nein,Ja,,,"Hallo , so ganz stimmt das nicht mit der Reservierung . Ist teilweise doppelt. Hab das Angebot erstmal angenommen.
Damit wir den Standbereich beibehalten können.
Gruß Ecky",Bezahlt
"Dechaneistraße 11",Sonntag,Verkauft,"Silke Niemerg (Verein)",1859,33.33€,3m,m,Ja,Ja,Nein,Ja,,,"Hallo , so ganz stimmt das nicht mit der Reservierung . Ist teilweise doppelt. Hab das Angebot erstmal angenommen.
Damit wir den Standbereich beibehalten können.
Gruß Ecky",Bezahlt
"Dechaneistraße 7",Samstag,Verkauft,"Silke Niemerg (Verein)",1859,33.33€,3m,m,Ja,Ja,Nein,Ja,,,"Hallo , so ganz stimmt das nicht mit der Reservierung . Ist teilweise doppelt. Hab das Angebot erstmal angenommen.
Damit wir den Standbereich beibehalten können.
Gruß Ecky",Bezahlt
"Dechaneistraße 7",Sonntag,Verkauft,"Silke Niemerg (Verein)",1859,33.33€,3m,m,Ja,Ja,Nein,Ja,,,"Hallo , so ganz stimmt das nicht mit der Reservierung . Ist teilweise doppelt. Hab das Angebot erstmal angenommen.
Damit wir den Standbereich beibehalten können.
Gruß Ecky",Bezahlt
"Dechaneistraße 5",Samstag,Verkauft,"Silke Niemerg (Verein)",1859,33.33€,3m,m,Ja,Ja,Nein,Ja,,,"Hallo , so ganz stimmt das nicht mit der Reservierung . Ist teilweise doppelt. Hab das Angebot erstmal angenommen.
Damit wir den Standbereich beibehalten können.
Gruß Ecky",Bezahlt
"Dechaneistraße 5",Sonntag,Verkauft,"Silke Niemerg (Verein)",1859,33.33€,3m,m,Ja,Ja,Nein,Ja,,,"Hallo , so ganz stimmt das nicht mit der Reservierung . Ist teilweise doppelt. Hab das Angebot erstmal angenommen.
Damit wir den Standbereich beibehalten können.
Gruß Ecky",Bezahlt
"Dechaneistraße 3",Samstag,Verkauft,"Silke Niemerg (Verein)",1859,33.33€,3m,m,Ja,Ja,Nein,Ja,,,"Hallo , so ganz stimmt das nicht mit der Reservierung . Ist teilweise doppelt. Hab das Angebot erstmal angenommen.
Damit wir den Standbereich beibehalten können.
Gruß Ecky",Bezahlt
"Dechaneistraße 3",Sonntag,Verkauft,"Silke Niemerg (Verein)",1859,33.33€,3m,m,Ja,Ja,Nein,Ja,,,"Hallo , so ganz stimmt das nicht mit der Reservierung . Ist teilweise doppelt. Hab das Angebot erstmal angenommen.
Damit wir den Standbereich beibehalten können.
Gruß Ecky",Bezahlt
"Dechaneistraße  1",Samstag,Verkauft,"Silke Niemerg (Verein)",1859,33.33€,3m,m,Ja,Ja,Nein,Ja,,,"Hallo , so ganz stimmt das nicht mit der Reservierung . Ist teilweise doppelt. Hab das Angebot erstmal angenommen.
Damit wir den Standbereich beibehalten können.
Gruß Ecky",Bezahlt
"Dechaneistraße  1",Sonntag,Verkauft,"Silke Niemerg (Verein)",1859,33.33€,3m,m,Ja,Ja,Nein,Ja,,,"Hallo , so ganz stimmt das nicht mit der Reservierung . Ist teilweise doppelt. Hab das Angebot erstmal angenommen.
Damit wir den Standbereich beibehalten können.
Gruß Ecky",Bezahlt
"Baumstraße 12",Samstag,Verkauft,"Brigitte Martens (Privat_troedel)",1898,15€,3m,"0,6m",,,,,,,,Bezahlt
"Baumstraße 12",Sonntag,Frei,"Brigitte Martens (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Baumstraße 10",Samstag,Verkauft,"Brigitte Martens (Privat_troedel)",1898,15€,3m,"0,6m",,,,,,,,Bezahlt
"Baumstraße 10",Sonntag,Frei,"Brigitte Martens (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Baumstraße 8",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Baumstraße 8",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Baumstraße 6",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Baumstraße 6",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Baumstraße 4",Samstag,Verkauft,"Sandra Uchtmann (Privat_troedel)",1747,30€,3m,"0,6m",,,,,,,,Bezahlt
"Baumstraße 4",Sonntag,Verkauft,"Sandra Uchtmann (Privat_troedel)",1747,30€,3m,"0,6m",,,,,,,,Bezahlt
"Baumstraße 2",Samstag,Verkauft,"Sandra Uchtmann (Privat_troedel)",1747,30€,3m,"0,6m",,,,,,,,Bezahlt
"Baumstraße 2",Sonntag,Verkauft,"Sandra Uchtmann (Privat_troedel)",1747,30€,3m,"0,6m",,,,,,,,Bezahlt
"Baumstraße 13",Samstag,Verkauft,"Olga Pawlak (Privat_troedel)",1660,15€,3m,"0,6m",,,,,,,,Bezahlt
"Baumstraße 13",Sonntag,Verkauft,"Olga Pawlak (Privat_troedel)",1750,15€,3m,"0,6m",,,,,,,,Bezahlt
"Baumstraße 11",Samstag,Verkauft,"Olga Pawlak (Privat_troedel)",1660,15€,3m,"0,6m",,,,,,,,Bezahlt
"Baumstraße 11",Sonntag,Verkauft,"Olga Pawlak (Privat_troedel)",1750,15€,3m,"0,6m",,,,,,,,Bezahlt
"Baumstraße 9",Samstag,Verkauft,"Olga Pawlak (Privat_troedel)",1660,15€,3m,"0,6m",,,,,,,,Bezahlt
"Baumstraße 9",Sonntag,Verkauft,"Olga Pawlak (Privat_troedel)",1750,15€,3m,"0,6m",,,,,,,,Bezahlt
"Baumstraße  3",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Baumstraße  3",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Baumstraße 1",Samstag,Verkauft,"Iveta Rudane (Privat_troedel)",1930,30€,3m,"0,6m",,,,,,,,"Zahlung ausstehend"
"Baumstraße 1",Sonntag,Verkauft,"Iveta Rudane (Privat_troedel)",1930,30€,3m,"0,6m",,,,,,,,"Zahlung ausstehend"
